"","SERIALNO","SPORDER","AGEP","SEX","RAC1P","HISP","SCHL","HINCP","VEH","RELP","ADJINC","ST","YEAR"
"855","1252123","1",59,1,1,1,16,48000,3,0,1.010207,"12",2012
"856","35690","5",16,1,1,1,14,90900,2,2,0.99948,"12",2009
"857","001012683","4",20,1,6,1,16,41400,3,7,1.007588,"12",2016
"858","001346001","1",84,1,2,1,16,-6000,-1,16,1.007588,"12",2016
"859","001379787","1",56,2,1,1,21,92000,2,0,1.007588,"9",2016
"860","001359676","5",33,2,1,3,20,121100,3,5,1.007588,"12",2016
"861","1325335","1",41,2,1,1,21,72000,2,0,1.018389,"12",2008
"862","209674","3",24,2,1,1,15,161620,3,2,1.018389,"12",2008
"863","1007091","1",41,1,1,1,18,1e+05,2,0,1.018389,"9",2008
"864","793250","1",56,1,1,1,20,1e+05,1,0,1.018389,"12",2008
"865","973604","2",62,2,1,1,13,455004,2,1,1.015675,"12",2006
"866","412121","6",2,1,1,7,0,13000,2,2,1.008425,"12",2014
"867","1167367","2",58,2,2,2,22,113700,3,1,0.99948,"12",2009
"868","1186004","2",55,1,1,1,19,119000,3,1,1.008425,"12",2014
"869","1403167","5",4,1,1,1,1,59500,4,7,1.007624,"12",2010
"870","691738","2",66,2,1,1,20,61400,1,1,1.008425,"12",2014
"871","001034981","3",20,2,1,3,16,43000,4,9,1.007588,"12",2016
"872","2017000293485","3",7,2,1,1,4,86700,2,2,1.011189,"12",2017
"873","1310988","1",65,1,1,1,18,41500,2,0,0.99948,"12",2009
"874","896961","2",46,2,6,1,21,26600,2,1,1.018389,"12",2008
"875","1425231","2",47,2,1,1,12,41000,1,1,1.007549,"12",2013
"876","1349582","4",14,1,1,1,11,68150,3,2,1.010207,"12",2012
"877","306420","1",63,1,1,1,22,63000,2,0,1.008425,"9",2014
"878","434531","1",56,1,2,1,16,26100,0,0,1.007549,"12",2013
"879","808711","3",19,1,1,4,16,68000,0,2,1.010207,"12",2012
"880","001418483","2",65,2,1,1,21,152600,2,1,1.007588,"12",2016
"881","212070","3",62,1,1,4,16,28000,2,12,1.007549,"12",2013
"882","369836","1",86,1,1,1,19,31000,1,0,0.99948,"12",2009
"883","1111280","1",79,1,1,1,19,38770,1,0,1.018237,"12",2011
"884","429882","2",72,2,1,1,1,15300,1,1,1.007549,"12",2013
"885","1120143","5",1,1,2,1,0,7000,0,5,1.010207,"12",2012
"886","2017000584204","2",22,1,9,1,16,89000,1,2,1.011189,"09",2017
"887","1107114","2",37,1,1,1,16,90000,2,1,1.018237,"12",2011
"888","931500","2",67,2,1,1,9,24000,2,1,1.015675,"12",2006
"889","1021201","4",4,2,1,1,2,341300,2,2,1.018237,"12",2011
"890","888133","2",62,2,1,1,23,820000,5,1,1.008425,"12",2014
"891","317469","1",53,1,1,1,22,180300,3,0,0.99948,"12",2009
"892","1443673","4",12,2,1,2,9,28000,1,2,1.007549,"12",2013
"893","001311264","2",28,2,1,4,21,16000,1,1,1.007588,"12",2016
"894","694793","1",75,2,1,1,17,18100,1,0,1.010207,"12",2012
"895","001236097","1",52,2,1,1,16,137000,2,0,1.007588,"12",2016
"896","1325518","3",13,2,1,1,10,62100,3,2,1.010207,"12",2012
"897","1496468","1",54,2,1,1,19,69500,2,0,1.008425,"12",2014
"898","240188","3",37,2,1,1,18,160400,4,2,1.008425,"12",2014
"899","000277519","3",20,2,1,1,16,121500,3,2,1.007588,"12",2016
"900","2017000383878","2",78,1,1,1,16,46500,2,1,1.011189,"12",2017
"901","455666","1",38,1,1,1,11,-60000,-1,16,1.018389,"12",2008
"902","536235","1",20,2,1,16,5,12400,1,0,1.015675,"12",2006
"903","001211648","2",57,1,1,1,21,590000,1,1,1.007588,"12",2016
"904","79624","2",76,2,6,1,22,63000,1,1,1.018389,"12",2008
"905","1262713","1",19,2,2,1,9,-60000,-1,14,1.015675,"12",2006
"906","2017000888211","1",56,2,1,3,21,57000,1,0,1.011189,"12",2017
"907","2017000465742","1",29,2,1,1,19,55410,2,0,1.011189,"12",2017
"908","1064170","1",71,1,1,1,14,48000,1,0,1.015675,"12",2006
"909","949639","1",34,2,1,1,22,170000,2,0,0.99948,"12",2009
"910","1341433","4",4,2,1,1,2,414000,2,2,1.016787,"12",2007
"911","1002493","8",10,1,1,1,8,64000,3,3,0.99948,"9",2009
"912","285354","4",6,1,1,2,3,35000,2,2,1.001264,"12",2015
"913","1185672","2",64,2,1,1,22,114000,2,1,1.010207,"12",2012
"914","835534","1",78,2,1,1,19,-60000,-1,16,0.99948,"12",2009
"915","1064637","4",4,1,1,1,1,40000,2,2,1.018237,"12",2011
"916","1143906","2",23,2,8,4,9,18000,0,1,1.015675,"12",2006
"917","324306","1",51,1,1,1,21,35000,3,0,1.007549,"12",2013
"918","1304909","2",54,2,1,4,9,33600,2,1,1.018389,"12",2008
"919","264138","3",16,1,6,1,13,48000,2,2,0.99948,"12",2009
"920","1253984","3",6,2,1,1,3,27000,1,2,1.001264,"12",2015
"921","1397961","1",68,1,1,1,22,77100,1,0,1.001264,"12",2015
"922","318042","1",47,1,1,1,19,67800,3,0,0.99948,"12",2009
"923","1467005","1",54,2,6,1,13,38000,3,0,1.010207,"12",2012
"924","74953","1",57,2,1,1,16,11000,1,0,1.001264,"12",2015
"925","1031445","2",62,1,1,1,22,397200,2,1,0.99948,"12",2009
"926","1311773","1",73,2,1,1,9,100200,2,0,1.015675,"12",2006
"927","1087154","2",81,1,1,1,5,17600,1,1,1.016787,"12",2007
"928","249708","1",37,1,1,1,21,415900,3,0,1.018389,"12",2008
"929","425372","6",13,1,1,2,9,12500,1,2,0.99948,"9",2009
"930","43160","2",52,2,1,4,7,8400,2,1,1.016787,"12",2007
"931","1390656","1",69,2,2,1,13,21500,1,0,1.007549,"12",2013
"932","60148","3",40,1,1,1,21,97980,3,2,1.018237,"9",2011
"933","1174513","4",10,2,1,1,2,23000,2,2,1.015675,"12",2006
"934","1401401","4",24,1,1,4,19,502000,5,2,1.018237,"12",2011
"935","001121799","1",48,1,6,1,19,74500,2,0,1.007588,"12",2016
"936","82638","1",21,2,1,1,20,5000,1,0,1.018237,"12",2011
"937","454330","2",78,1,1,1,13,49800,0,1,1.015675,"12",2006
"938","306696","4",13,1,1,1,10,44500,2,2,1.018389,"12",2008
"939","2017000226000","2",84,1,1,13,20,120600,1,6,1.011189,"12",2017
"940","113957","1",69,2,1,1,19,151700,3,0,1.008425,"9",2014
"941","678266","2",33,2,1,1,13,120000,2,1,1.016787,"12",2007
"942","121498","1",46,1,1,1,21,127200,2,0,1.007624,"12",2010
"943","851436","1",62,2,1,1,20,30900,2,0,1.010207,"12",2012
"944","897638","2",60,1,1,8,10,7600,1,1,1.007624,"12",2010
"945","001094415","1",59,1,1,1,21,103400,2,0,1.007588,"12",2016
"946","843839","3",5,2,1,1,2,448400,3,2,1.015675,"12",2006
"947","566596","2",74,2,1,1,19,58800,1,1,1.001264,"12",2015
"948","783604","1",40,1,1,1,11,38000,2,0,1.016787,"12",2007
"949","950522","2",19,1,1,1,16,20300,2,12,1.007624,"12",2010
"950","541217","3",10,2,1,1,7,106300,3,2,1.001264,"12",2015
"951","1101138","2",64,2,1,1,18,47500,2,1,1.008425,"12",2014
"952","995222","2",48,2,1,1,22,125300,2,1,1.008425,"12",2014
"953","646028","1",57,2,1,1,9,74000,1,0,1.015675,"12",2006
"954","431556","1",39,1,1,4,12,13700,1,0,1.018237,"12",2011
"955","1369131","1",55,2,2,1,12,12000,0,0,1.008425,"12",2014
"956","851426","1",69,2,1,1,18,23400,1,0,1.008425,"12",2014
"957","2017001145682","1",51,1,1,1,21,105000,4,0,1.011189,"12",2017
"958","1019045","1",38,1,8,3,16,-60000,-1,16,1.007624,"9",2010
"959","265288","3",17,2,1,1,13,501400,4,3,1.008425,"12",2014
"960","566898","1",39,2,1,1,21,114000,3,0,1.001264,"12",2015
"961","276820","2",22,2,1,3,16,23500,2,2,1.008425,"9",2014
"962","929049","2",34,1,1,1,23,46900,3,2,1.008425,"12",2014
"963","96765","1",45,1,1,1,19,113800,2,0,0.99948,"12",2009
"964","001073879","2",75,2,1,1,20,90900,2,1,1.007588,"12",2016
"965","461353","1",65,2,1,1,17,13200,1,0,1.018389,"12",2008
"966","88057","1",76,2,1,1,16,13690,1,0,0.99948,"12",2009
"967","824759","1",94,2,1,1,16,4300,0,0,1.007549,"12",2013
"968","1074579","1",32,2,3,1,16,8000,2,0,1.007549,"12",2013
"969","989805","2",73,1,1,1,19,100900,1,1,1.018237,"12",2011
"970","1008070","1",69,1,2,1,20,41100,2,0,1.001264,"12",2015
"971","1153780","4",4,1,1,1,1,80000,4,11,1.016787,"12",2007
"972","620181","1",74,1,1,2,19,32300,2,0,1.018389,"12",2008
"973","499490","4",27,2,1,1,16,320000,4,13,1.007549,"12",2013
"974","504406","2",48,2,1,1,21,350004,3,1,1.018389,"9",2008
"975","282720","1",51,2,1,1,13,131000,2,0,1.015675,"12",2006
"976","689761","7",0,1,2,1,0,15700,2,5,1.015675,"12",2006
"977","2017000034650","2",44,1,1,1,19,102000,2,1,1.011189,"12",2017
"978","1174533","1",19,1,2,1,19,-60000,-1,17,1.001264,"12",2015
"979","654108","1",74,2,1,1,22,332000,1,0,1.001264,"12",2015
"980","656759","1",61,2,1,1,21,151000,3,0,1.001264,"12",2015
"981","1290906","2",10,1,2,1,5,19000,2,3,1.008425,"12",2014
"982","1220683","1",76,1,1,1,22,56000,1,0,0.99948,"12",2009
"983","993620","2",14,1,2,1,9,1000,1,2,1.018389,"12",2008
"984","343640","1",87,1,1,1,22,22000,2,0,1.008425,"12",2014
"985","867530","2",54,2,1,1,21,72830,3,1,1.018237,"12",2011
"986","2017000336307","1",76,2,1,1,16,15300,1,0,1.011189,"12",2017
"987","000786150","2",8,2,1,1,5,14200,0,2,1.007588,"12",2016
"988","2017000883960","1",79,1,1,9,6,10900,0,0,1.011189,"12",2017
"989","667744","1",75,1,1,1,13,43100,2,0,1.001264,"12",2015
"990","168516","2",56,2,1,1,13,240000,2,1,1.016787,"12",2007
"991","316729","4",2,1,1,4,0,28000,2,7,1.007549,"12",2013
"992","357886","1",51,2,2,1,16,25000,1,0,1.007624,"9",2010
"993","744974","2",61,2,1,1,9,48030,2,1,1.015675,"12",2006
"994","649191","5",61,1,1,1,17,75000,4,13,1.001264,"12",2015
"995","001210572","1",41,1,1,2,7,38000,2,0,1.007588,"12",2016
"996","913415","1",47,2,1,1,20,65000,2,0,1.010207,"9",2012
"997","357227","4",11,2,9,1,7,420800,2,2,0.99948,"9",2009
"998","1085053","1",26,2,1,1,13,37510,1,0,1.015675,"12",2006
"999","1390639","5",0,1,1,1,0,55600,3,7,1.001264,"12",2015
"1000","411497","3",0,2,1,1,0,45000,2,2,1.016787,"12",2007
